latitude,longitude,index
61,147,0.573
61,148,0.593
61,149,0.62
61,150,0.483
61,151,0.593
61,152,0.337
61,153,0.306
61,154,0.577
61,155,0.518
61,163,0.609
61,164,0.506
61,165,0.656
61,166,0.746
61,167,0.648
61,171,0.585
62,-166,0.561
62,-165,0.542
62,-164,0.632
62,-163,0.64
62,-160,0.62
62,-159,0.664
62,-158,0.593
62,-157,0.699
62,-156,0.632
62,-155,0.652
62,-154,0.136
62,-153,-0.041
62,-152,0.672
62,-151,0.561
62,-150,0.435
62,-149,0.727
62,-148,-0.049
62,-147,-0.033
62,-146,0.479
62,-145,0.613
62,-144,0.526
62,-143,0.365
62,-142,-0.029
62,-141,0.447
62,-140,0.538
62,-139,0.526
62,-138,0.471
62,-137,0.491
62,-136,0.565
62,-135,0.715
62,-134,0.585
62,-133,0.624
62,-132,0.636
62,-131,0.542
62,-130,0.605
62,-129,0.502
62,-128,0.431
62,-127,0.601
62,-126,0.628
62,-125,0.203
62,-124,0.53
62,-123,0.561
62,-122,0.522
62,-121,0.42
62,-120,0.428
62,-118,0.51
62,-117,0.369
62,-113,0.518
62,-112,0.534
62,-111,0.585
62,-109,0.589
62,-108,0.53
62,-107,0.565
62,-102,0.506
62,-100,0.577
62,-99,0.554
62,-97,0.565
62,-96,0.561
62,-95,0.518
62,-78,0.522
62,-77,0.538
62,-76,0.416
62,-75,0.479
62,-74,0.491
62,-73,0.372
62,-49,0.231
62,-48,-0.021
62,-47,-0.025
62,-46,-0.045
62,-45,-0.029
62,-44,-0.033
62,6,0.758
62,7,0.022
62,8,0.648
62,9,0.518
62,10,0.695
62,11,0.672
62,12,0.715
62,13,0.731
62,14,0.648
62,15,0.703
62,16,0.719
62,17,0.79
62,22,0.888
62,23,0.766
62,24,0.609
62,25,0.77
62,27,0.794
62,28,0.727
62,29,0.735
62,30,0.715
62,33,0.739
62,34,0.719
62,35,0.746
62,37,0.802
62,38,0.743
62,39,0.703
62,40,0.731
62,41,0.735
62,42,0.719
62,43,0.624
62,44,0.68
62,45,0.668
62,46,0.699
62,47,0.707
62,48,0.691
62,49,0.68
62,50,0.695
62,51,0.711
62,52,0.758
62,53,0.754
62,54,0.699
62,55,0.687
62,56,0.683
62,57,0.687
62,58,0.691
62,59,0.727
62,60,0.723
62,61,0.636
62,62,0.664
62,63,0.735
62,64,0.723
62,65,0.64
62,66,0.683
62,67,0.703
62,68,0.719
62,69,0.66
62,70,0.66
62,71,0.609
62,72,0.676
62,73,0.64
62,74,0.644
62,75,0.687
62,76,0.652
62,77,0.711
62,78,0.652
62,79,0.723
62,80,0.632
62,81,0.644
62,82,0.62
62,83,0.699
62,84,0.668
62,85,0.687
62,86,0.731
62,87,0.707
62,88,0.707
62,89,0.617
62,90,0.699
62,91,0.707
62,92,0.683
62,93,0.739
62,94,0.691
62,95,0.715
62,96,0.581
62,97,0.727
62,98,0.542
62,99,0.487
62,100,0.463
62,101,0.538
62,102,0.691
62,103,0.719
62,104,0.585
62,105,0.463
62,106,0.494
62,107,0.384
62,108,0.487
62,109,0.431
62,110,0.727
62,111,0.695
62,112,0.691
62,113,0.55
62,114,0.617
62,115,0.628
62,116,0.589
62,117,0.573
62,118,0.431
62,119,0.502
62,120,0.431
62,121,0.707
62,122,0.455
62,123,0.455
62,124,0.408
62,125,0.55
62,126,0.605
62,127,0.487
62,128,0.66
62,129,0.494
62,130,0.542
62,131,0.388
62,132,0.428
62,133,0.443
62,134,0.392
62,135,0.349
62,136,0.475
62,137,0.475
62,138,0.416
62,139,0.518
62,140,0.443
62,141,0.471
62,142,0.424
62,143,0.384
62,144,0.302
62,145,0.27
62,146,0.483
62,147,0.408
62,148,0.526
62,149,0.577
62,150,0.439
62,151,0.554
62,152,0.585
62,153,0.51
62,154,0.494
62,155,0.494
62,156,0.341
62,157,0.424
62,161,0.542
62,162,0.557
62,165,0.589
62,166,0.683
62,167,0.636
62,168,0.585
62,169,0.632
62,170,0.613
62,171,0.656
62,172,0.365
62,173,0.66
63,-165,0.644
63,-164,0.617
63,-163,0.703
63,-162,0.683
63,-161,0.652
63,-160,0.676
63,-159,0.668
63,-158,0.719
63,-157,0.66
63,-156,0.683
63,-155,0.656
63,-154,0.443
63,-153,0.498
63,-152,0.778
63,-151,0.672
63,-150,0.683
63,-149,0.416
63,-148,0.577
63,-147,0.613
63,-146,0.62
63,-145,0.62
63,-144,0.514
63,-143,0.294
63,-142,0.546
63,-141,0.617
63,-140,0.412
63,-139,0.565
63,-138,0.609
63,-137,0.593
63,-136,0.565
63,-135,0.506
63,-134,0.542
63,-133,0.53
63,-132,0.676
63,-131,0.613
63,-130,0.546
63,-129,0.467
63,-128,0.317
63,-127,0.337
63,-126,0.341
63,-125,0.609
63,-124,0.518
63,-123,0.577
63,-122,0.569
63,-121,0.554
63,-120,0.565
63,-119,0.526
63,-118,0.483
63,-117,0.522
63,-115,0.459
63,-114,0.416
63,-113,0.404
63,-109,0.506
63,-108,0.491
63,-106,0.491
63,-105,0.447
63,-103,0.597
63,-100,0.546
63,-99,0.546
63,-97,0.601
63,-96,0.55
63,-95,0.573
63,-94,0.502
63,-84,0.38
63,-78,0.321
63,-69,0.376
63,-68,0.187
63,-65,0.357
63,-50,0.239
63,-49,-0.033
63,-48,-0.033
63,-47,-0.029
63,-46,-0.029
63,-45,-0.021
63,-44,-0.037
63,-43,-0.002
63,7,0.786
63,8,0.774
63,9,0.491
63,10,0.624
63,11,0.68
63,12,0.668
63,13,0.782
63,14,0.699
63,15,0.715
63,16,0.746
63,17,0.79
63,18,0.786
63,22,0.723
63,23,0.68
63,24,0.699
63,25,0.79
63,26,0.766
63,27,0.762
63,29,0.766
63,31,0.778
63,32,0.758
63,33,0.758
63,34,0.809
63,37,0.739
63,38,0.727
63,39,0.676
63,40,0.782
63,41,0.758
63,42,0.699
63,43,0.703
63,44,0.723
63,45,0.687
63,46,0.739
63,47,0.695
63,48,0.672
63,49,0.687
63,50,0.794
63,51,0.746
63,52,0.723
63,53,0.809
63,54,0.691
63,55,0.695
63,56,0.66
63,57,0.715
63,58,0.672
63,59,0.691
63,60,0.703
63,61,0.727
63,62,0.636
63,63,0.624
63,64,0.648
63,65,0.687
63,66,0.664
63,67,0.75
63,68,0.691
63,69,0.644
63,70,0.652
63,71,0.609
63,72,0.624
63,74,0.68
63,75,0.62
63,76,0.609
63,77,0.55
63,78,0.617
63,79,0.624
63,80,0.581
63,81,0.64
63,82,0.672
63,83,0.656
63,84,0.628
63,85,0.609
63,86,0.672
63,87,0.719
63,88,0.707
63,89,0.703
63,90,0.695
63,91,0.683
63,92,0.617
63,93,0.676
63,94,0.581
63,95,0.585
63,96,0.534
63,97,0.554
63,98,0.546
63,99,0.538
63,100,0.51
63,101,0.782
63,102,0.538
63,103,0.609
63,104,0.494
63,105,0.498
63,106,0.463
63,107,0.443
63,108,0.431
63,109,0.691
63,110,0.518
63,111,0.699
63,112,0.656
63,113,0.66
63,114,0.431
63,115,0.609
63,116,0.565
63,117,0.435
63,118,0.55
63,119,0.557
63,120,0.498
63,121,0.569
63,122,0.341
63,123,0.526
63,124,0.613
63,125,0.534
63,126,0.463
63,127,0.617
63,128,0.569
63,129,0.617
63,130,0.365
63,131,0.4
63,132,0.357
63,133,0.369
63,134,0.632
63,135,0.498
63,136,0.605
63,137,0.534
63,138,0.416
63,139,0.597
63,140,0.372
63,141,0.172
63,142,0.333
63,143,0.384
63,144,0.483
63,145,0.494
63,146,0.278
63,147,0.463
63,148,0.483
63,149,0.475
63,150,0.554
63,151,0.652
63,152,0.577
63,153,0.554
63,154,0.498
63,155,0.487
63,156,0.506
63,157,0.534
63,158,0.313
63,159,0.644
63,160,0.475
63,161,0.557
63,162,0.538
63,163,0.569
63,166,0.605
63,167,0.632
63,168,0.554
63,169,0.546
63,170,0.412
63,171,0.447
63,172,0.522
63,173,0.546
63,174,0.66
63,175,0.636
63,176,0.577
63,177,0.573
64,-172,0.624
64,-171,0.42
64,-161,0.652
64,-160,0.428
64,-159,0.664
64,-158,0.64
64,-157,0.609
64,-156,0.605
64,-155,0.636
64,-154,0.636
64,-153,0.609
64,-152,0.652
64,-151,0.581
64,-150,0.309
64,-149,0.357
64,-148,0.286
64,-147,-0.053
64,-146,-0.057
64,-145,0.156
64,-144,0.648
64,-143,0.522
64,-142,0.617
64,-141,0.609
64,-140,0.62
64,-139,0.526
64,-138,0.439
64,-137,0.573
64,-136,0.565
64,-135,0.601
64,-134,0.727
64,-133,0.66
64,-132,0.632
64,-131,0.392
64,-130,0.317
64,-129,0.404
64,-128,0.353
64,-127,0.325
64,-126,0.589
64,-125,0.601
64,-124,0.613
64,-123,0.554
64,-122,0.522
64,-121,0.55
64,-120,0.554
64,-118,0.376
64,-117,0.404
64,-115,0.538
64,-114,0.518
64,-110,0.53
64,-108,0.593
64,-107,0.557
64,-106,0.51
64,-105,0.483
64,-104,0.491
64,-103,0.435
64,-101,0.573
64,-100,0.53
64,-99,0.546
64,-98,0.554
64,-97,0.557
64,-96,0.526
64,-95,0.542
64,-94,0.483
64,-93,0.455
64,-92,0.428
64,-86,0.337
64,-79,0.345
64,-72,0.258
64,-71,0.302
64,-70,0.353
64,-67,0.309
64,-66,0.223
64,-51,0.211
64,-50,-0.041
64,-49,-0.029
64,-48,-0.033
64,-47,-0.029
64,-46,-0.029
64,-45,-0.033
64,-44,-0.025
64,-43,-0.057
64,-42,0.337
64,9,0.597
64,10,0.715
64,12,0.794
64,13,0.758
64,14,0.77
64,15,0.778
64,16,0.758
64,17,0.79
64,18,0.731
64,19,0.766
64,23,0.739
64,24,0.794
64,25,0.723
64,26,0.754
64,27,0.766
64,28,0.794
64,29,0.731
64,30,0.77
64,31,0.715
64,32,0.75
64,33,0.75
64,36,0.774
64,37,0.683
64,38,0.711
64,39,0.75
64,40,0.691
64,41,0.707
64,42,0.727
64,43,0.64
64,44,0.762
64,45,0.794
64,46,0.699
64,47,0.727
64,48,0.695
64,49,0.841
64,50,0.703
64,51,0.758
64,52,0.68
64,53,0.707
64,54,0.687
64,55,0.695
64,56,0.711
64,57,0.699
64,58,0.754
64,59,0.746
64,60,0.762
64,61,0.711
64,62,0.68
64,63,0.672
64,64,0.802
64,65,0.672
64,66,0.577
64,67,0.676
64,68,0.683
64,69,0.672
64,70,0.66
64,71,0.64
64,73,0.624
64,74,0.64
64,75,0.636
64,76,0.589
64,77,0.609
64,78,0.416
64,79,0.601
64,80,0.664
64,81,0.64
64,82,0.691
64,83,0.632
64,84,0.715
64,85,0.664
64,86,0.77
64,87,0.644
64,88,0.719
64,89,0.652
64,90,0.656
64,91,0.624
64,92,0.491
64,93,0.55
64,94,0.557
64,95,0.498
64,96,0.609
64,97,0.597
64,98,0.597
64,99,0.526
64,100,0.538
64,101,0.494
64,102,0.534
64,103,0.62
64,104,0.632
64,105,0.534
64,106,0.577
64,107,0.447
64,108,0.416
64,109,0.463
64,110,0.656
64,111,0.664
64,112,0.739
64,113,0.506
64,114,0.668
64,115,0.42
64,116,0.408
64,117,0.404
64,118,0.416
64,119,0.617
64,120,0.609
64,121,0.443
64,122,0.514
64,123,0.565
64,124,0.569
64,125,0.487
64,126,0.463
64,127,0.542
64,128,0.75
64,129,0.514
64,131,0.361
64,132,0.746
64,133,0.483
64,134,0.506
64,135,0.51
64,136,0.561
64,137,0.628
64,138,0.502
64,139,0.459
64,140,0.416
64,141,0.455
64,142,0.522
64,143,0.51
64,144,0.522
64,145,0.361
64,146,0.581
64,147,0.483
64,148,0.435
64,149,0.479
64,150,0.443
64,151,0.479
64,152,0.589
64,153,0.569
64,154,0.498
64,155,0.554
64,156,0.597
64,157,0.542
64,158,0.506
64,159,0.361
64,160,0.471
64,161,0.479
64,162,0.55
64,163,0.53
64,164,0.475
64,165,0.538
64,166,0.573
64,167,0.53
64,168,0.589
64,169,0.538
64,170,0.585
64,171,0.652
64,172,0.601
64,173,0.593
64,174,0.557
64,175,0.585
64,176,0.617
64,177,0.506
64,178,0.609
64,179,0.557
65,-174,0.258
65,-161,0.683
65,-160,0.557
65,-159,0.593
65,-158,0.593
65,-157,0.75
65,-156,0.68
65,-155,0.597
65,-154,0.652
65,-153,0.617
65,-152,0.644
65,-151,0.561
65,-150,0.51
65,-149,0.597
65,-148,0.546
65,-147,0.687
65,-146,0.589
65,-145,0.526
65,-144,0.581
65,-143,0.632
65,-142,0.632
65,-141,0.514
65,-140,0.601
65,-139,0.404
65,-138,0.459
65,-137,0.428
65,-136,0.522
65,-135,0.325
65,-134,0.431
65,-133,0.357
65,-132,0.317
65,-131,0.274
65,-130,0.215
65,-129,0.317
65,-128,0.27
65,-127,0.534
65,-126,0.601
65,-125,0.609
65,-124,0.624
65,-123,0.53
65,-122,0.51
65,-121,0.506
65,-119,0.451
65,-117,0.526
65,-116,0.502
65,-115,0.593
65,-114,0.585
65,-113,0.561
65,-112,0.526
65,-109,0.565
65,-108,0.404
65,-107,0.412
65,-106,0.597
65,-105,0.581
65,-104,0.491
65,-103,0.412
65,-102,0.494
65,-101,0.581
65,-100,0.573
65,-98,0.636
65,-97,0.459
65,-96,0.498
65,-95,0.463
65,-94,0.463
65,-93,0.451
65,-92,0.408
65,-91,0.455
65,-90,0.372
65,-89,0.396
65,-86,0.148
65,-85,0.424
65,-84,0.353
65,-83,0.361
65,-78,0.321
65,-77,0.306
65,-75,0.333
65,-74,0.306
65,-73,0.349
65,-72,0.38
65,-71,0.29
65,-70,0.392
65,-69,0.034
65,-68,0.006
65,-67,0.183
65,-66,0.266
65,-51,0.085
65,-50,-0.041
65,-49,-0.037
65,-48,-0.033
65,-47,-0.033
65,-46,-0.033
65,-45,-0.033
65,-44,-0.033
65,-43,-0.041
65,-42,-0.037
65,-41,-0.08
65,-22,0.561
65,-21,0.097
65,-20,0.187
65,-19,0.136
65,-18,-0.045
65,-17,-0.08
65,-16,0.361
65,12,0.68
65,13,0.754
65,14,0.739
65,15,0.782
65,16,0.758
65,17,0.715
65,18,0.672
65,19,0.739
65,20,0.731
65,21,0.746
65,25,0.727
65,26,0.735
65,27,0.727
65,28,0.778
65,29,0.75
65,30,0.719
65,31,0.723
65,32,0.652
65,33,0.711
65,34,0.731
65,35,0.707
65,38,0.79
65,39,0.719
65,40,0.672
65,41,0.664
65,42,0.703
65,43,0.735
65,44,0.703
65,45,0.711
65,46,0.735
65,47,0.66
65,48,0.691
65,49,0.711
65,50,0.727
65,51,0.703
65,52,0.648
65,53,0.687
65,54,0.683
65,55,0.703
65,56,0.691
65,57,0.644
65,58,0.593
65,59,0.746
65,60,0.302
65,61,0.739
65,62,0.664
65,63,0.577
65,64,0.617
65,65,0.664
65,66,0.707
65,67,0.624
65,68,0.624
65,69,0.636
65,70,0.64
65,71,0.613
65,72,0.609
65,73,0.632
65,74,0.502
65,75,0.581
65,76,0.502
65,77,0.644
65,78,0.617
65,79,0.624
65,80,0.644
65,81,0.703
65,82,0.66
65,83,0.68
65,84,0.664
65,85,0.64
65,86,0.664
65,87,0.656
65,89,0.676
65,90,0.64
65,91,0.546
65,92,0.624
65,93,0.652
65,94,0.613
65,95,0.581
65,96,0.546
65,97,0.494
65,98,0.546
65,99,0.542
65,100,0.498
65,101,0.483
65,102,0.483
65,103,0.361
65,104,0.459
65,105,0.487
65,106,0.42
65,107,0.463
65,108,0.412
65,109,0.51
65,110,0.64
65,111,0.557
65,112,0.443
65,113,0.573
65,114,0.337
65,115,0.372
65,116,0.424
65,117,0.573
65,118,0.561
65,119,0.636
65,120,0.345
65,121,0.487
65,122,0.463
65,124,0.502
65,125,0.593
65,126,0.459
65,127,0.62
65,128,0.534
65,129,0.573
65,130,0.428
65,131,0.55
65,132,0.278
65,133,0.392
65,134,0.435
65,135,0.372
65,136,0.455
65,137,0.483
65,138,0.451
65,139,0.467
65,140,0.463
65,141,0.447
65,142,0.53
65,143,0.546
65,144,0.542
65,145,0.439
65,146,0.443
65,147,0.459
65,148,0.494
65,149,0.498
65,150,0.585
65,151,0.652
65,152,0.561
65,153,0.542
65,154,0.569
65,155,0.491
65,156,0.565
65,157,0.506
65,158,0.565
65,159,0.475
65,160,0.447
65,161,0.561
65,162,0.534
65,163,0.463
65,164,0.451
65,165,0.483
65,166,0.487
65,167,0.526
65,168,0.55
65,169,0.526
65,170,0.605
65,171,0.609
65,172,0.648
65,173,0.542
65,174,0.656
65,176,0.565
65,177,0.514
66,-176,0.231
66,-175,0.498
66,-174,0.443
66,-173,0.514
66,-168,0.227
66,-167,0.479
66,-166,0.498
66,-165,0.577
66,-164,0.53
66,-163,0.534
66,-162,0.502
66,-161,0.585
66,-160,0.609
66,-159,0.691
66,-158,0.617
66,-157,0.652
66,-156,0.672
66,-155,0.617
66,-154,0.601
66,-153,0.565
66,-152,0.55
66,-151,0.526
66,-150,0.676
66,-149,0.585
66,-148,0.617
66,-147,0.502
66,-146,0.542
66,-145,0.581
66,-144,0.605
66,-143,0.672
66,-142,0.561
66,-141,0.494
66,-140,0.483
66,-139,0.561
66,-138,0.4
66,-137,0.617
66,-136,0.628
66,-135,0.459
66,-134,0.534
66,-133,0.384
66,-132,0.569
66,-131,0.569
66,-130,0.487
66,-129,0.518
66,-128,0.4
66,-127,0.55
66,-125,0.569
66,-124,0.565
66,-121,0.609
66,-120,0.554
66,-119,0.581
66,-118,0.538
66,-117,0.554
66,-116,0.557
66,-115,0.617
66,-114,0.565
66,-113,0.554
66,-112,0.55
66,-110,0.542
66,-109,0.526
66,-108,0.55
66,-107,0.506
66,-106,0.51
66,-105,0.526
66,-104,0.487
66,-103,0.518
66,-102,0.459
66,-101,0.471
66,-100,0.459
66,-99,0.494
66,-98,0.424
66,-97,0.404
66,-96,0.431
66,-95,0.392
66,-94,0.388
66,-93,0.428
66,-92,0.447
66,-91,0.313
66,-90,0.321
66,-88,0.29
66,-86,0.25
66,-74,0.506
66,-73,0.369
66,-72,0.302
66,-71,0.372
66,-70,0.361
66,-69,0.235
66,-68,0.388
66,-65,0.317
66,-64,0.203
66,-53,0.561
66,-52,0.455
66,-51,0.203
66,-50,-0.025
66,-49,-0.029
66,-48,-0.033
66,-47,-0.033
66,-46,-0.029
66,-45,-0.029
66,-44,-0.033
66,-43,-0.037
66,-42,-0.033
66,-41,-0.041
66,-22,0.613
66,-21,0.624
66,-20,0.577
66,-19,0.286
66,-18,0.4
66,-17,0.199
66,-16,0.471
66,-15,0.628
66,13,0.719
66,14,0.739
66,15,0.703
66,16,0.735
66,17,0.68
66,18,0.683
66,19,0.68
66,20,0.699
66,21,0.739
66,22,0.727
66,26,0.746
66,27,0.75
66,28,0.735
66,29,0.703
66,30,0.695
66,31,0.711
66,32,0.68
66,33,0.569
66,34,0.683
66,41,0.75
66,42,0.754
66,43,0.758
66,44,0.746
66,45,0.715
66,46,0.731
66,47,0.691
66,48,0.715
66,49,0.703
66,50,0.691
66,51,0.711
66,52,0.687
66,53,0.746
66,54,0.699
66,55,0.683
66,56,0.632
66,57,0.731
66,58,0.68
66,59,0.707
66,60,0.727
66,61,0.672
66,62,0.435
66,63,0.573
66,64,0.609
66,65,0.652
66,66,0.557
66,67,0.672
66,68,0.597
66,69,0.589
66,70,0.577
66,71,0.605
66,72,0.597
66,73,0.636
66,74,0.597
66,75,0.605
66,76,0.569
66,77,0.534
66,78,0.605
66,79,0.644
66,80,0.632
66,81,0.66
66,82,0.624
66,83,0.585
66,84,0.632
66,85,0.569
66,86,0.573
66,87,0.687
66,88,0.683
66,89,0.715
66,90,0.613
66,91,0.561
66,92,0.479
66,93,0.55
66,94,0.593
66,95,0.498
66,96,0.538
66,97,0.463
66,98,0.526
66,99,0.498
66,100,0.554
66,101,0.53
66,102,0.487
66,103,0.455
66,104,0.42
66,105,0.428
66,106,0.431
66,107,0.424
66,108,0.526
66,109,0.538
66,110,0.439
66,111,0.443
66,112,0.42
66,113,0.416
66,114,0.534
66,115,0.491
66,116,0.62
66,117,0.329
66,118,0.369
66,119,0.4
66,120,0.451
66,121,0.353
66,122,0.408
66,123,0.439
66,124,0.376
66,125,0.455
66,126,0.431
66,127,0.416
66,128,0.573
66,129,0.459
66,130,0.428
66,131,0.463
66,132,0.416
66,133,0.514
66,134,0.487
66,135,0.447
66,136,0.416
66,137,0.447
66,138,0.451
66,139,0.431
66,140,0.498
66,141,0.412
66,142,-0.006
66,143,0.408
66,144,0.577
66,145,0.309
66,146,0.467
66,147,0.428
66,148,0.53
66,149,0.526
66,150,0.589
66,151,0.467
66,152,0.467
66,153,0.467
66,154,0.467
66,155,0.542
66,156,0.431
66,157,0.518
66,158,0.581
66,159,0.569
66,160,0.502
66,161,0.526
66,162,0.396
66,163,0.522
66,164,0.487
66,165,0.479
66,166,0.428
66,167,0.392
66,168,0.514
66,169,0.55
66,170,0.431
66,171,0.597
66,172,0.518
66,173,0.554
66,174,0.502
66,175,0.554
66,176,0.554
66,177,0.542
66,178,0.502
66,179,0.483
66,180,0.479
67,-180,0.38
67,-179,0.51
67,-178,0.428
67,-177,0.431
67,-176,0.372
67,-174,0.479
67,-173,0.42
67,-172,0.538
67,-165,0.565
67,-162,0.498
67,-160,0.589
67,-159,0.585
67,-158,0.605
67,-157,0.565
67,-156,0.632
67,-155,0.624
67,-154,0.668
67,-153,0.66
67,-152,0.62
67,-151,0.538
67,-150,0.561
67,-149,0.506
67,-148,0.597
67,-146,0.538
67,-145,0.459
67,-144,0.498
67,-143,0.494
67,-142,0.597
67,-141,0.624
67,-140,0.668
67,-139,0.546
67,-138,0.628
67,-137,0.581
67,-136,0.601
67,-135,0.617
67,-134,0.538
67,-133,0.506
67,-132,0.534
67,-131,0.518
67,-130,0.534
67,-129,0.51
67,-128,0.498
67,-127,0.502
67,-126,0.557
67,-125,0.581
67,-120,0.53
67,-119,0.522
67,-118,0.561
67,-117,0.534
67,-116,0.526
67,-115,0.526
67,-114,0.455
67,-113,0.487
67,-112,0.502
67,-111,0.491
67,-110,0.451
67,-109,0.431
67,-108,0.554
67,-107,0.53
67,-106,0.589
67,-105,0.597
67,-102,0.388
67,-101,0.388
67,-100,0.384
67,-99,0.349
67,-97,0.408
67,-96,0.4
67,-95,0.357
67,-94,0.372
67,-93,0.447
67,-92,0.321
67,-91,0.412
67,-90,0.313
67,-89,0.329
67,-88,0.345
67,-85,0.384
67,-84,0.325
67,-74,0.609
67,-73,0.51
67,-72,0.471
67,-69,0.278
67,-68,0.345
67,-67,0.38
67,-66,0.282
67,-65,-0.021
67,-64,-0.029
67,-63,-0.017
67,-54,0.471
67,-53,0.329
67,-52,0.231
67,-51,0.345
67,-50,-0.033
67,-49,-0.029
67,-48,-0.033
67,-47,-0.021
67,-46,-0.029
67,-45,-0.033
67,-44,-0.029
67,-43,-0.025
67,-42,-0.025
67,-41,-0.033
67,-40,-0.033
67,-39,-0.1
67,-38,-0.021
67,-37,-0.033
67,-36,-0.061
67,-17,0.648
67,14,0.526
67,15,0.585
67,16,0.471
67,17,0.609
67,18,0.68
67,19,0.656
67,20,0.711
67,21,0.719
67,22,0.723
67,23,0.707
67,24,0.77
67,25,0.731
67,26,0.723
67,27,0.727
67,28,0.746
67,29,0.715
67,30,0.648
67,31,0.695
67,32,0.699
67,33,0.687
67,36,0.687
67,37,0.707
67,38,0.613
67,39,0.636
67,40,0.613
67,45,0.672
67,46,0.683
67,47,0.644
67,48,0.683
67,49,0.715
67,50,0.656
67,51,0.687
67,52,0.723
67,53,0.577
67,54,0.707
67,55,0.636
67,56,0.656
67,57,0.687
67,58,0.64
67,59,0.68
67,60,0.648
67,61,0.723
67,62,0.695
67,63,0.652
67,64,0.313
67,65,0.573
67,66,0.589
67,67,0.526
67,68,0.605
67,69,0.585
67,73,0.628
67,74,0.609
67,75,0.514
67,76,0.542
67,77,0.514
67,78,0.542
67,79,0.561
67,80,0.569
67,81,0.526
67,82,0.62
67,83,0.62
67,84,0.577
67,85,0.597
67,86,0.538
67,87,0.487
67,88,0.743
67,89,0.746
67,90,0.739
67,91,0.695
67,92,0.605
67,93,0.546
67,94,0.51
67,95,0.601
67,96,0.534
67,97,0.491
67,98,0.51
67,99,0.455
67,100,0.483
67,101,0.502
67,102,0.447
67,103,0.451
67,104,0.404
67,105,0.439
67,106,0.487
67,107,0.447
67,108,0.479
67,109,0.4
67,110,0.329
67,111,0.341
67,112,0.341
67,113,0.502
67,114,0.526
67,115,0.353
67,116,0.475
67,117,0.424
67,118,0.589
67,119,0.361
67,120,0.439
67,121,0.428
67,122,0.392
67,123,0.443
67,124,0.408
67,125,0.396
67,126,0.431
67,127,0.408
67,128,0.494
67,129,0.396
67,130,0.412
67,131,0.431
67,132,0.471
67,133,0.38
67,134,0.534
67,135,0.412
67,136,0.546
67,137,0.565
67,138,0.431
67,139,0.514
67,140,0.412
67,141,0.392
67,142,0.542
67,143,0.365
67,144,0.42
67,145,0.597
67,146,0.652
67,147,0.561
67,148,0.538
67,149,0.451
67,150,0.392
67,151,0.341
67,152,0.365
67,153,0.467
67,154,0.518
67,155,0.396
67,156,0.42
67,157,0.53
67,158,0.589
67,159,0.573
67,160,0.428
67,161,0.518
67,162,0.573
67,163,0.569
67,164,0.581
67,165,0.506
67,166,0.491
67,167,0.542
67,168,0.022
67,169,0.384
67,170,0.447
67,171,0.514
67,172,0.514
67,173,0.542
67,174,0.561
67,175,0.467
67,176,0.538
67,177,0.554
67,178,0.286
67,179,0.254
67,180,0.239
68,-180,0.53
68,-179,0.51
68,-178,0.526
68,-177,0.431
68,-176,0.565
68,-164,0.569
68,-163,0.514
68,-162,0.309
68,-161,0.518
68,-160,0.557
68,-159,0.526
68,-158,0.487
68,-157,0.502
68,-156,0.365
68,-155,0.298
68,-154,0.573
68,-153,0.514
68,-152,0.554
68,-151,0.593
68,-150,0.573
68,-149,0.542
68,-148,0.609
68,-147,0.51
68,-146,0.613
68,-145,0.609
68,-144,0.518
68,-143,0.636
68,-142,0.483
68,-141,0.581
68,-140,0.569
68,-139,0.628
68,-138,0.648
68,-137,0.447
68,-136,0.581
68,-135,0.585
68,-134,0.491
68,-133,0.53
68,-132,0.498
68,-131,0.557
68,-130,0.573
68,-129,0.518
68,-128,0.502
68,-124,0.51
68,-122,0.431
68,-121,0.455
68,-120,0.439
68,-119,0.361
68,-118,0.506
68,-117,0.494
68,-116,0.502
68,-115,0.396
68,-114,0.384
68,-113,0.376
68,-112,0.408
68,-111,0.416
68,-110,0.463
68,-109,0.538
68,-108,0.51
68,-107,0.471
68,-106,0.502
68,-105,0.479
68,-104,0.424
68,-103,0.491
68,-102,0.463
68,-101,0.38
68,-100,0.416
68,-98,0.428
68,-97,0.369
68,-95,0.577
68,-94,0.408
68,-93,0.384
68,-92,0.51
68,-91,0.317
68,-90,0.333
68,-89,0.302
68,-87,0.365
68,-86,0.306
68,-85,0.211
68,-84,0.372
68,-83,0.329
68,-82,0.345
68,-77,0.369
68,-76,0.333
68,-72,0.431
68,-71,0.215
68,-70,0.18
68,-69,0.176
68,-68,-0.025
68,-67,-0.029
68,-66,-0.029
68,-65,-0.006
68,-54,0.4
68,-53,0.455
68,-52,0.424
68,-51,0.388
68,-50,-0.037
68,-49,-0.029
68,-48,-0.029
68,-47,-0.017
68,-46,-0.025
68,-45,-0.029
68,-44,-0.025
68,-43,-0.021
68,-42,-0.029
68,-41,-0.029
68,-40,-0.013
68,-39,-0.033
68,-38,-0.033
68,-37,-0.033
68,-36,-0.033
68,-35,-0.029
68,-34,-0.069
68,16,0.746
68,18,0.333
68,19,0.577
68,20,0.672
68,21,0.703
68,22,0.68
68,23,0.664
68,24,0.707
68,25,0.676
68,26,0.687
68,27,0.668
68,28,0.672
68,29,0.672
68,30,0.727
68,31,0.743
68,32,0.683
68,34,0.707
68,35,0.617
68,36,0.632
68,37,0.648
68,38,0.605
68,39,0.64
68,40,0.68
68,41,0.676
